-id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- Telegraph Ave/15th St / Oakland  CA,x,Thu  Jan 24 2013,08:00-09:00,0,300,1,42,66,2,0,259,165,245,0,0,13,87,97,31,0,22,3,2,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- Telegraph Ave/15th St / Oakland  CA,x,Thu  Jan 24 2013,16:50-17:50,0,465,0,55,146,0,0,322,224,255,0,0,0,152,125,0,8,5,9,18,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Telegraph Ave -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,07:55-08:55,110,246,0,0,0,0,0,177,60,0,0,0,17,26,77,60,2,19,2,5,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Telegraph Ave -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,16:40-17:40,116,273,1,0,0,0,0,292,80,0,0,0,31,58,123,138,4,12,0,11,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- 19th St / Oakland  CA,x,Thu  Jan 24 2013,08:00-09:00,33,348,1,36,127,24,0,294,12,0,0,0,39,171,55,69,1,34,4,2,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- 19th St / Oakland  CA,x,Thu  Jan 24 2013,16:30-17:30,53,495,0,113,449,62,0,386,24,0,0,0,75,187,101,128,1,13,12,28,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- 17th St / Oakland  CA,x,Thu  Jan 24 2013,08:00-09:00,0,277,73,0,0,0,49,241,0,17,586,53,34,152,58,70,10,21,1,1,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- 17th St / Oakland  CA,x,Thu  Jan 24 2013,17:00-18:00,0,437,83,0,0,0,64,320,0,28,297,116,75,181,67,98,15,7,1,24,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,07:55-08:55,0,303,0,0,0,0,0,305,0,0,0,0,47,1,0,0,0,23,0,2,,
oakland/181503770-PRR-1025-Doc-2-PilotProjectTrafficStudy-TechnicalAppendix-11-4-13.txt,Broadway -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,16:30-17:30,0,490,1,0,0,0,0,374,0,0,0,0,83,0,0,0,0,11,0,26,,
oakland/181504682-PRR-1025-Doc-9-10880901-Telegraph-Ave-16th-St-11-4-13.txt,Telegraph Ave -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,07:55-08:55,110,246,0,0,0,0,0,177,60,0,0,0,17,26,77,60,2,19,2,5,,
oakland/181504749-PRR-1025-Doc-10-10880902-Telegraph-Ave-16th-St-11-4-13.txt,Telegraph Ave -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,16:40-17:40,116,273,1,0,0,0,0,292,80,0,0,0,31,58,123,138,4,12,0,11,,
oakland/181504835-PRR-1025-Doc-11-10880903-Broadway-17th-St-11-4-13.txt,Broadway -- 17th St / Oakland  CA,x,Thu  Jan 24 2013,08:00-09:00,0,277,73,0,0,0,49,241,0,17,586,53,34,152,58,70,10,21,1,1,,
oakland/181504950-PRR-1025-Doc-12-10880904-Broadway-17th-St-11-4-13.txt,Broadway -- 17th St / Oakland  CA,x,Thu  Jan 24 2013,17:00-18:00,0,437,83,0,0,0,64,320,0,28,297,116,75,181,67,98,15,7,1,24,,
oakland/181505082-PRR-1025-Doc-13-10880905-Broadway-19th-St-11-4-13.txt,Broadway -- 19th St / Oakland  CA,x,Thu  Jan 24 2013,08:00-09:00,33,348,1,36,127,24,0,294,12,0,0,0,39,171,55,69,1,34,4,2,,
oakland/181505266-PRR-1025-Doc-14-10880906-Broadway-19th-St-11-4-13.txt,Broadway -- 19th St / Oakland  CA,x,Thu  Jan 24 2013,16:30-17:30,53,495,0,113,449,62,0,386,24,0,0,0,75,187,101,128,1,13,12,28,,
oakland/181505435-PRR-1025-Doc-15-10880907-Broadway-16th-St-11-4-13.txt,Broadway -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,07:55-08:55,0,303,0,0,0,0,0,305,0,0,0,0,47,1,0,0,0,23,0,2,,
oakland/181505529-PRR-1025-Doc-16-10880908-Broadway-16th-St-11-4-13.txt,Broadway -- 16th St / Oakland  CA,x,Thu  Jan 24 2013,16:30-17:30,0,490,1,0,0,0,0,374,0,0,0,0,83,0,0,0,0,11,0,26,,
oakland/181518826-PRR-1025-Doc-17-10880909-Broadway-Telegraph-Ave-15th-St-11-4-13.txt,Broadway -- Telegraph Ave/15th St / Oakland  CA,x,Thu  Jan 24 2013,08:00-09:00,3,300,2,42,66,2,0,259,165,245,1,0,13,87,97,31,0,22,3,2,,
oakland/181518948-PRR-1025-Doc-18-10880910-Broadway-Telegraph-Ave-15th-St-11-4-13.txt,Broadway -- Telegraph Ave/15th St / Oakland  CA,x,Thu  Jan 24 2013,16:50-17:50,0,465,0,55,146,0,0,322,224,255,0,0,0,152,125,0,8,5,9,18,,
oakland/181519468-PRR-1025-Doc-23-11214207-Telegraph-Ave-16th-St-11-4-13.txt,Telegraph Ave -- 16th St / Oakland  CA,x,Tue  Sep 10 2013,16:50-17:50,218,0,12,0,0,0,0,0,0,0,0,0,24,4,91,103,2,14,2,22,,
oakland/181519658-PRR-1025-Doc-24-11214208-Telegraph-Ave-Broadway-15th-St-11-4-13.txt,Telegraph Ave/Broadway -- 15th St / Oakland  CA,x,Tue  Sep 10 2013,07:55-08:55,0,430,0,54,0,0,0,362,0,0,0,0,0,115,95,6,0,64,1,8,,
oakland/181519816-PRR-1025-Doc-25-11214209-Telegraph-Ave-Broadway-15th-St-11-4-13.txt,Telegraph Ave/Broadway -- 15th St / Oakland  CA,x,Tue  Sep 10 2013,16:10-17:10,0,631,0,107,0,0,0,455,0,0,0,0,2,223,152,8,0,37,3,22,,
oakland/181520044-PRR-1025-Doc-26-11214210-Telegraph-Ave-17th-St-11-4-13.txt,Telegraph Ave -- 17th St / Oakland  CA,x,Tue  Sep 10 2013,08:00-09:00,0,115,151,0,0,0,5,3,0,67,591,56,42,48,51,70,14,54,2,8,,
oakland/181520216-PRR-1025-Doc-27-11214211-Telegraph-Ave-17th-St.txt,Telegraph Ave -- 17th St / Oakland  CA,x,Tue  Sep 10 2013,16:50-17:50,0,160,167,1,0,0,9,8,0,72,324,76,74,93,77,146,23,15,1,22,,
oakland/181520334-PRR-1025-Doc-28-11214212-Telegraph-Ave-18th-St-11-4-13.txt,Telegraph Ave -- 18th St / Oakland  CA,x,Tue  Sep 10 2013,07:40-08:40,0,212,0,0,0,0,0,58,0,68,0,191,1,41,217,224,2,31,0,10,,
oakland/181520442-PRR-1205-Doc-29-11214213-Telegraph-Ave-18th-St-11-4-13.txt,Telegraph Ave -- 18th St / Oakland  CA,x,Tue  Sep 10 2013,16:50-17:50,0,296,0,0,0,0,0,90,0,42,0,104,2,128,129,138,3,16,0,27,,
oakland/181520513-PRR-1025-Doc-30-11214214-Telegraph-Ave-19th-St-11-4-13.txt,Telegraph Ave -- 19th St / Oakland  CA,x,Tue  Sep 10 2013,07:45-08:45,66,187,0,115,122,33,0,125,123,0,0,0,15,54,72,75,1,32,13,15,,
oakland/181520597-PRR-1025-Doc-31-11214215-Telegraph-Ave-19th-St-11-4-13.txt,Telegraph Ave -- 19th St / Oakland  CA,x,Tue  Sep 10 2013,16:30-17:30,58,247,0,182,360,52,0,124,55,0,0,0,29,120,79,102,1,22,16,30,,
oakland/181520774-PRR-1025-Doc-32-11214216-Broadway-19th-St-11-4-13.txt,Broadway -- 19th St / Oakland  CA,x,Tue  Sep 10 2013,07:55-08:55,39,361,0,31,146,19,0,334,101,0,0,0,55,148,80,70,1,56,4,3,,
oakland/181520848-PRR-1025-Doc-33-11214217-Broadway-19th-St-11-4-13.txt,Broadway -- 19th St / Oakland  CA,x,Tue  Sep 10 2013,16:15-17:15,28,518,0,79,408,56,0,422,141,0,0,0,53,164,123,114,0,13,13,24,,
oakland/181520920-PRR-1025-Doc-34-11214218-Broadway-17th-St-11-4-13.txt,Broadway -- 17th St / Oakland  CA,x,Tue  Sep 10 2013,08:00-09:00,0,302,60,0,0,0,42,372,0,133,563,54,46,97,56,73,16,32,0,3,,
oakland/181521027-PRR-1025-Doc-35-11214219-Broadway-17th-St-11-4-13.txt,Broadway -- 17th St / Oakland  CA,x,Tue  Sep 10 2013,16:15-17:15,0,497,82,0,0,0,75,482,0,136,312,62,85,151,119,155,10,12,1,20,,
oakland/181521145-PRR-1025-Doc-36-11214220-Broadway-16th-St-11-4-13.txt,Broadway -- 16th St / Oakland  CA,x,Tue  Sep 10 2013,07:55-08:55,0,437,0,0,0,0,0,427,1,0,0,0,49,9,0,83,0,45,0,8,,
oakland/181521366-PRR-1025-Doc-37-11214221-Broadway-16th-St-11-4-13.txt,Broadway -- 16th St / Oakland  CA,x,Tue  Sep 10 2013,16:15-17:15,0,647,0,0,0,0,0,563,0,0,0,0,66,62,0,143,0,13,0,28,,
