-id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Giuffrida Ave / San Jose  CA,x,4/23/2009,16:55-17:55,44,1072,84,71,10,59,40,962,102,74,14,69,1,8,6,6,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Tradewinds Dr / San Jose  CA,x,4/23/2009,07:35-08:35,8,1031,110,190,38,87,33,1005,16,16,29,16,6,5,11,0,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Tradewinds Dr / San Jose  CA,x,4/23/2009,16:40-17:40,0,1169,77,39,15,61,89,965,29,8,9,7,2,8,5,0,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Chynoweth Ave / San Jose  CA,x,4/23/2009,07:35-08:35,69,796,83,202,66,267,153,981,12,36,58,138,1,10,12,2,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Chynoweth Ave / San Jose  CA,x,4/23/2009,17:00-18:00,112,1000,206,114,29,239,218,736,20,14,33,69,0,8,0,3,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Branham Ln / San Jose  CA,x,4/23/2009,07:35-08:35,167,527,200,131,423,170,160,813,438,267,258,98,8,0,1,4,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Branham Ln / San Jose  CA,x,4/23/2009,17:00-18:00,142,746,297,97,347,159,147,451,305,420,395,126,12,3,3,11,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Skyway Dr / San Jose  CA,x,4/23/2009,07:30-08:30,10,541,156,147,6,248,279,761,11,23,11,28,6,5,0,2,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Snell Ave -- Skyway Dr / San Jose  CA,x,4/23/2009,17:00-18:00,13,730,166,120,19,308,157,478,22,18,6,14,7,4,0,13,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Stoneyhaven Way -- Skyway Dr / San Jose  CA,x,4/23/2009,16:00-17:00,0,0,0,0,318,1,0,0,27,27,287,0,0,0,0,0,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Stoneyhaven Way -- Skyway Dr / San Jose  CA,x,4/29/2009,07:15-08:15,0,0,0,0,562,0,1,0,29,11,800,0,0,0,0,0,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Houndshaven Way -- Skyway Dr / San Jose  CA,x,4/23/2009,16:00-17:00,0,0,1,1,299,5,1,0,29,31,257,0,3,3,4,1,,,,,,
sanjose/Appendix B - TIA_201307031551163925.txt,Houndshaven Way -- Skyway Dr / San Jose  CA,x,4/29/2009,07:15-08:15,0,1,0,1,549,2,4,0,52,13,785,0,0,2,0,0,,,,,,
sanjose/EVC_FMP_V2.txt,US 101 SB Off-Ramp -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,07:25-08:25,147,1,563,0,660,426,0,0,0,105,581,0,0,0,0,0,4,0,0,0,,
sanjose/EVC_FMP_V2.txt,US 101 SB Off-Ramp -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,120,38,666,0,429,311,0,0,0,87,649,0,3,0,8,0,2,0,2,0,,
sanjose/EVC_FMP_V2.txt,US 101 NB Off-Ramp -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,07:25-08:25,64,1,120,305,1012,0,1,0,0,0,981,167,0,0,1,0,2,0,0,0,,
sanjose/EVC_FMP_V2.txt,US 101 NB Off-Ramp -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,81,0,279,513,632,1,1,2,0,0,1180,151,3,0,9,0,3,0,4,0,,
sanjose/EVC_FMP_V2.txt,Silver Creek Rd -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,07:25-08:25,169,19,161,303,967,44,65,46,44,30,853,175,0,2,1,0,0,0,0,0,,
sanjose/EVC_FMP_V2.txt,Silver Creek Rd -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,197,41,251,131,818,26,13,21,26,54,1103,188,1,2,1,11,3,0,0,0,,
sanjose/EVC_FMP_V2.txt,Nieman Blvd -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,07:10-08:10,100,185,89,112,773,186,401,281,227,152,833,25,1,1,1,3,0,0,0,0,,
sanjose/EVC_FMP_V2.txt,Byington Dr -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,07:20-08:20,67,0,35,11,998,11,16,0,11,7,1255,18,0,1,4,0,1,0,0,0,,
sanjose/EVC_FMP_V2.txt,Byington Dr -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,39,1,15,24,975,14,17,1,2,13,1360,53,8,1,3,0,1,0,0,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,07:20-08:20,444,195,204,71,288,72,81,400,259,124,638,568,10,3,0,1,1,0,0,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Yerba Buena Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,410,296,202,145,403,137,80,326,196,309,497,506,17,51,0,0,0,1,1,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Paseo de Arboles / San Jose  CA,x,Wed  Sep 14 2011,07:25-08:25,0,915,335,51,0,25,297,691,39,0,0,0,4,9,0,0,0,0,0,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Paseo de Arboles / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,1,884,258,82,0,124,177,743,48,0,0,0,0,36,0,0,0,7,0,2,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Delta Rd / San Jose  CA,x,Wed  Sep 14 2011,07:25-08:25,0,922,61,208,0,350,145,577,0,0,0,0,6,4,0,0,0,4,0,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Delta Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,2,935,198,98,1,185,236,581,5,0,0,0,0,5,0,0,0,1,0,4,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Fowler Rd / San Jose  CA,x,Wed  Sep 14 2011,08:00-09:00,0,936,124,187,0,88,90,679,10,0,0,0,4,4,0,0,0,2,0,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Fowler Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,0,1043,145,78,0,81,73,612,15,0,0,0,0,2,0,0,0,3,0,2,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Yerba Buena Ave / San Jose  CA,x,Wed  Sep 14 2011,07:30-08:30,184,852,0,0,0,0,0,776,123,127,0,243,0,0,3,0,0,4,0,0,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Yerba Buena Ave / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,216,1126,1,0,0,0,0,627,50,69,0,138,0,0,1,0,0,4,0,2,,
sanjose/EVC_FMP_V2.txt,San Felipe Rd -- Aborn Rd / San Jose  CA,x,Wed  Sep 14 2011,07:30-08:30,518,503,80,177,990,141,88,501,410,412,441,365,3,4,1,6,1,2,0,0,,
sanjose/EVC_FMP_V2.txt,Nieman Blvd -- Aborn Rd / San Jose  CA,x,Wed  Sep 14 2011,07:20-08:20,130,128,209,434,1452,164,152,266,128,48,921,20,7,6,6,4,2,0,0,0,,
sanjose/EVC_FMP_V2.txt,Nieman Blvd -- Aborn Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,72,206,291,198,1053,159,137,88,57,82,1575,24,13,5,5,2,4,0,0,0,,
sanjose/EVC_FMP_V2.txt,Capitol Expy -- Aborn Rd / San Jose  CA,x,Wed  Sep 14 2011,07:25-08:25,30,1127,255,169,643,1097,686,1545,181,129,167,111,1,3,6,0,0,0,0,1,,
sanjose/EVC_FMP_V2.txt,Capitol Expy -- Aborn Rd / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,82,1575,320,90,475,636,1105,1403,204,164,434,232,11,12,18,12,0,0,2,2,,
sanjose/EVC_FMP_V2.txt,Silver Creek Rd -- Capitol Expy / San Jose  CA,x,Wed  Sep 14 2011,17:00-18:00,382,338,95,51,2119,220,122,279,364,525,2504,686,14,38,9,30,3,1,2,0,,
