-id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:40-07:45,1,5,11,6,123,39,13,6,1,1,24,4,0,1,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:45-07:50,1,8,6,7,118,30,11,3,1,0,51,4,0,1,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:50-07:55,0,7,9,5,84,38,13,4,3,1,30,10,0,1,0,1,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:55-08:00,0,2,7,10,114,24,9,1,0,4,50,4,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:00-08:05,0,0,7,8,76,29,11,5,3,2,34,8,0,0,0,1,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:05-08:10,1,2,4,7,128,17,7,2,2,0,42,6,0,1,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:10-08:15,5,2,5,3,81,35,11,10,0,2,26,17,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:15-08:20,1,4,9,6,103,12,15,16,1,1,35,9,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:20-08:25,4,7,6,6,61,42,9,17,4,3,34,9,2,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:25-08:30,2,1,4,10,125,36,11,5,5,4,44,9,1,1,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:30-08:35,6,9,4,8,71,35,9,5,2,0,35,19,0,3,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:35-08:40,3,4,2,8,83,33,8,5,4,3,40,4,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:40-08:45,4,4,7,16,100,22,11,2,1,1,44,9,0,1,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:45-08:50,2,4,11,3,80,23,21,1,6,2,33,4,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:50-08:55,2,4,8,11,74,34,20,7,4,0,38,10,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:55-09:00,4,5,8,6,60,33,11,4,2,2,25,6,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:00-07:15,4,10,8,11,364,106,34,4,7,6,70,10,0,2,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:15-07:30,2,11,16,13,400,92,32,7,5,3,115,12,0,4,2,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:30-07:45,4,17,21,15,376,100,28,11,3,3,106,13,0,6,1,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,07:45-08:00,1,17,22,22,316,92,33,8,4,5,131,18,0,2,0,1,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:00-08:15,6,4,16,18,285,81,29,17,5,4,102,31,0,1,0,1,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:15-08:30,7,12,19,22,289,90,35,38,10,8,113,27,3,1,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:30-08:45,13,17,13,32,254,90,28,12,7,4,119,32,0,4,0,0,0,0,0,0,,
portland/AM Counts/SE 17th Ave & SE Mcloughlin Blvd.txt,SE 17th Ave & SE Mcloughlin Blvd,x,Tuesday  December 09  2008,08:45-09:00,8,13,27,20,214,90,52,12,12,4,96,20,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:00-07:05,2,0,0,4,149,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:05-07:10,1,0,0,6,161,0,2,0,0,0,54,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:10-07:15,3,0,0,4,169,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:15-07:20,4,0,0,3,171,0,1,0,0,0,76,0,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:20-07:25,2,0,0,7,179,0,2,0,0,2,76,0,0,0,2,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:25-07:30,6,0,0,5,191,0,0,0,0,1,93,0,0,0,0,0,0,1,0,1,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:30-07:35,4,0,0,2,182,0,4,0,0,0,90,0,1,0,1,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:35-07:40,11,0,0,7,164,0,1,0,0,0,107,0,0,0,4,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:40-07:45,5,0,0,5,184,0,2,0,0,1,100,0,2,0,1,0,0,1,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:45-07:50,7,0,0,9,184,0,3,0,0,0,91,0,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:50-07:55,8,0,0,9,172,0,2,0,0,0,94,0,1,0,0,0,0,1,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:55-08:00,12,0,0,5,162,0,0,0,0,1,88,0,0,0,1,0,0,1,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:00-08:05,6,0,0,4,169,0,1,0,0,1,97,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:05-08:10,10,0,0,2,189,0,2,0,0,2,97,0,0,0,2,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:10-08:15,11,0,0,5,177,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:15-08:20,7,0,0,6,154,0,1,0,0,0,96,0,1,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:20-08:25,8,0,0,3,184,0,0,0,0,1,94,0,0,0,0,0,0,1,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:25-08:30,4,0,0,8,161,0,2,0,0,1,78,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:30-08:35,11,0,0,5,172,0,1,0,0,0,84,0,1,0,1,0,0,2,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:35-08:40,9,0,0,8,158,0,0,0,0,2,96,0,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:40-08:45,6,0,0,4,170,0,2,0,0,3,88,0,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:45-08:50,8,0,0,6,167,0,1,0,0,0,84,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:50-08:55,7,0,0,3,151,0,2,0,0,1,98,0,1,0,0,0,0,0,0,1,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:55-09:00,5,0,0,6,151,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:00-07:15,6,0,0,14,479,0,3,0,0,1,198,0,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:15-07:30,12,0,0,15,541,0,3,0,0,3,245,0,0,0,3,0,0,1,0,1,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:30-07:45,20,0,0,14,530,0,7,0,0,1,297,0,3,0,6,0,0,1,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,07:45-08:00,27,0,0,23,518,0,5,0,0,1,273,0,1,0,2,0,0,2,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:00-08:15,27,0,0,11,535,0,6,0,0,3,286,0,0,0,2,0,0,0,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:15-08:30,19,0,0,17,499,0,3,0,0,2,268,0,1,0,0,0,0,1,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:30-08:45,26,0,0,17,500,0,3,0,0,5,268,0,1,0,3,0,0,2,0,0,,
portland/AM Counts/SE 9th Ave & SE Powell Blvd.txt,SE 9th Ave & SE Powell Blvd,x,Tuesday  December 09  2008,08:45-09:00,20,0,0,15,469,0,3,0,0,1,259,0,1,0,0,0,0,0,0,2,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:00-07:05,2,41,2,0,10,2,0,104,3,4,10,7,0,1,1,1,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:05-07:10,2,37,1,1,9,1,1,87,1,4,5,9,1,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:10-07:15,2,35,1,1,9,2,1,81,7,5,7,11,0,0,1,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:15-07:20,0,33,0,1,6,0,2,94,2,7,7,7,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:20-07:25,2,29,1,2,7,1,0,111,3,3,3,6,0,0,0,1,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:25-07:30,3,37,2,7,6,0,0,110,6,2,9,10,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:30-07:35,1,48,0,2,3,3,2,112,3,2,12,12,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:35-07:40,4,41,0,6,8,1,1,123,7,5,8,10,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:40-07:45,0,60,1,1,1,0,1,133,7,8,12,10,0,1,0,0,0,1,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:45-07:50,1,32,0,1,9,1,1,122,9,6,8,10,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:50-07:55,4,48,0,1,6,3,1,109,3,6,7,10,0,0,2,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,07:55-08:00,3,44,1,2,9,1,3,83,5,10,12,8,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,08:00-08:05,7,63,1,2,1,4,1,104,2,11,9,12,2,1,0,4,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,08:05-08:10,3,52,1,2,9,2,3,111,2,7,12,5,1,0,0,1,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,08:10-08:15,2,43,1,3,8,2,3,83,2,3,8,7,0,3,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,08:15-08:20,3,53,2,1,5,0,1,109,3,9,13,6,0,0,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,08:20-08:25,1,34,1,0,4,2,0,87,5,9,12,9,1,1,0,0,0,0,0,0,,
portland/AM Counts/SE Mcloughlin Blvd & SE Courtney Rd AM.txt,SE Mcloughlin Blvd & SE Courtney Rd,x,Wednesday  December 03  2008,08:25-08:30,1,30,2,1,8,3,2,83,4,4,4,11,0,1,0,1,0,0,0,0,,
